fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,90102,Porvenir,Pando,10967,2,35
2021-12-04,90102,Porvenir,Pando,10967,2,36
2021-12-04,90102,Porvenir,Pando,10967,1,50
2021-11-27,90102,Porvenir,Pando,10967,2,35
2021-11-27,90102,Porvenir,Pando,10967,1,50
2021-11-20,90102,Porvenir,Pando,10967,2,35
2021-11-20,90102,Porvenir,Pando,10967,1,50
2021-10-30,90102,Porvenir,Pando,10967,1,48
2021-11-13,90102,Porvenir,Pando,10967,1,49
2021-10-30,90102,Porvenir,Pando,10967,2,33
2021-12-18,90102,Porvenir,Pando,10967,1,51
2021-10-23,90102,Porvenir,Pando,10967,2,33
2022-01-22,90102,Porvenir,Pando,10967,2,39
2022-01-22,90102,Porvenir,Pando,10967,1,53
2021-10-23,90102,Porvenir,Pando,10967,1,48
2021-12-18,90102,Porvenir,Pando,10967,2,36
