fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-30,51201,Uyuni,Potosí,39494,2,61
2021-11-27,51201,Uyuni,Potosí,39494,2,61
2021-11-27,51201,Uyuni,Potosí,39494,1,70
2021-11-20,51201,Uyuni,Potosí,39494,2,61
2021-11-20,51201,Uyuni,Potosí,39494,1,70
2021-11-13,51201,Uyuni,Potosí,39494,2,61
2021-11-13,51201,Uyuni,Potosí,39494,1,70
2021-10-30,51201,Uyuni,Potosí,39494,1,68
2021-10-23,51201,Uyuni,Potosí,39494,2,61
2021-10-23,51201,Uyuni,Potosí,39494,1,68
2021-12-04,51201,Uyuni,Potosí,39494,1,71
2021-12-04,51201,Uyuni,Potosí,39494,2,62
