fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,40505,Esmeralda,Oruro,2854,1,19
2021-11-13,40505,Esmeralda,Oruro,2854,1,20
2021-12-04,40505,Esmeralda,Oruro,2854,2,19
2021-12-04,40505,Esmeralda,Oruro,2854,1,21
2021-11-27,40505,Esmeralda,Oruro,2854,2,19
2021-11-27,40505,Esmeralda,Oruro,2854,1,21
2021-11-20,40505,Esmeralda,Oruro,2854,2,19
2021-10-23,40505,Esmeralda,Oruro,2854,2,18
2021-11-13,40505,Esmeralda,Oruro,2854,2,19
2021-11-20,40505,Esmeralda,Oruro,2854,1,21
2021-10-30,40505,Esmeralda,Oruro,2854,1,19
2021-10-30,40505,Esmeralda,Oruro,2854,2,18
