fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,20203,Chua Cocani,La Paz,4475,1,35
2021-11-20,20203,Chua Cocani,La Paz,4475,1,38
2021-10-23,20203,Chua Cocani,La Paz,4475,2,34
2021-10-30,20203,Chua Cocani,La Paz,4475,1,35
2021-10-30,20203,Chua Cocani,La Paz,4475,2,34
2021-12-04,20203,Chua Cocani,La Paz,4475,1,39
2021-11-27,20203,Chua Cocani,La Paz,4475,2,36
2021-11-27,20203,Chua Cocani,La Paz,4475,1,38
2021-11-20,20203,Chua Cocani,La Paz,4475,2,36
2021-11-13,20203,Chua Cocani,La Paz,4475,1,38
2021-12-04,20203,Chua Cocani,La Paz,4475,2,36
2021-11-13,20203,Chua Cocani,La Paz,4475,2,36
