fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,50802,Atocha,Potosí,12543,2,88
2021-11-13,50802,Atocha,Potosí,12543,2,88
2021-11-27,50802,Atocha,Potosí,12543,1,93
2021-10-23,50802,Atocha,Potosí,12543,2,85
2021-10-30,50802,Atocha,Potosí,12543,1,91
2021-10-30,50802,Atocha,Potosí,12543,2,86
2021-11-13,50802,Atocha,Potosí,12543,1,93
2021-10-23,50802,Atocha,Potosí,12543,1,90
2021-11-20,50802,Atocha,Potosí,12543,1,93
2021-11-27,50802,Atocha,Potosí,12543,2,88
2021-12-04,50802,Atocha,Potosí,12543,2,89
2021-12-04,50802,Atocha,Potosí,12543,1,94
