fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,20607,Mapiri,La Paz,14854,2,24
2022-01-22,20607,Mapiri,La Paz,14854,1,32
2021-12-18,20607,Mapiri,La Paz,14854,1,28
2022-01-22,20607,Mapiri,La Paz,14854,2,25
2021-12-04,20607,Mapiri,La Paz,14854,2,24
2021-11-13,20607,Mapiri,La Paz,14854,1,26
2021-10-30,20607,Mapiri,La Paz,14854,1,22
2021-12-04,20607,Mapiri,La Paz,14854,1,28
2021-10-23,20607,Mapiri,La Paz,14854,1,21
2021-10-30,20607,Mapiri,La Paz,14854,2,19
2021-10-23,20607,Mapiri,La Paz,14854,2,18
2021-11-13,20607,Mapiri,La Paz,14854,2,23
2021-11-27,20607,Mapiri,La Paz,14854,2,23
2021-11-27,20607,Mapiri,La Paz,14854,1,26
2021-11-20,20607,Mapiri,La Paz,14854,2,23
2021-11-20,20607,Mapiri,La Paz,14854,1,26
