fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,10402,Tomina,Chuquisaca,8727,2,46
2021-12-04,10402,Tomina,Chuquisaca,8727,1,51
2021-11-27,10402,Tomina,Chuquisaca,8727,1,51
2021-11-20,10402,Tomina,Chuquisaca,8727,2,46
2021-11-20,10402,Tomina,Chuquisaca,8727,1,50
2021-11-27,10402,Tomina,Chuquisaca,8727,2,46
2021-11-13,10402,Tomina,Chuquisaca,8727,1,49
2021-10-30,10402,Tomina,Chuquisaca,8727,2,45
2021-10-30,10402,Tomina,Chuquisaca,8727,1,48
2021-10-23,10402,Tomina,Chuquisaca,8727,2,45
2021-10-23,10402,Tomina,Chuquisaca,8727,1,47
2021-12-04,10402,Tomina,Chuquisaca,8727,2,47
