fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-20,50402,Ravelo,Potosí,20939,2,23
2021-12-04,50402,Ravelo,Potosí,20939,2,25
2021-10-30,50402,Ravelo,Potosí,20939,2,18
2021-12-04,50402,Ravelo,Potosí,20939,1,30
2021-11-27,50402,Ravelo,Potosí,20939,2,23
2021-11-20,50402,Ravelo,Potosí,20939,1,29
2021-11-13,50402,Ravelo,Potosí,20939,2,23
2021-11-13,50402,Ravelo,Potosí,20939,1,29
2021-11-27,50402,Ravelo,Potosí,20939,1,29
2021-10-30,50402,Ravelo,Potosí,20939,1,23
2021-10-23,50402,Ravelo,Potosí,20939,2,18
2021-10-23,50402,Ravelo,Potosí,20939,1,23
