fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-04,90203,Filadelfia,Pando,6149,2,42
2021-11-27,90203,Filadelfia,Pando,6149,2,39
2021-11-27,90203,Filadelfia,Pando,6149,1,53
2021-11-20,90203,Filadelfia,Pando,6149,2,39
2021-11-20,90203,Filadelfia,Pando,6149,1,53
2021-11-13,90203,Filadelfia,Pando,6149,2,39
2021-11-13,90203,Filadelfia,Pando,6149,1,53
2021-10-30,90203,Filadelfia,Pando,6149,2,32
2021-10-30,90203,Filadelfia,Pando,6149,1,49
2021-10-23,90203,Filadelfia,Pando,6149,1,49
2021-12-04,90203,Filadelfia,Pando,6149,1,55
2021-10-23,90203,Filadelfia,Pando,6149,2,31
