fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-12-18,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,73
2021-11-27,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,69
2021-12-04,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,72
2021-12-04,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,69
2021-10-30,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,67
2022-01-22,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,71
2021-12-18,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,70
2021-11-20,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,69
2021-11-27,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,72
2021-10-23,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,70
2021-11-20,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,72
2021-11-13,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,69
2021-11-13,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,72
2021-10-30,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,70
2021-10-23,71403,Carmen Rivero Torrez,Santa Cruz,8056,2,67
2022-01-22,71403,Carmen Rivero Torrez,Santa Cruz,8056,1,79
