fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-27,10602,Yamparaez,Chuquisaca,10929,2,27
2021-10-23,10602,Yamparaez,Chuquisaca,10929,2,18
2021-12-04,10602,Yamparaez,Chuquisaca,10929,1,33
2021-12-04,10602,Yamparaez,Chuquisaca,10929,2,29
2021-10-23,10602,Yamparaez,Chuquisaca,10929,1,25
2021-11-20,10602,Yamparaez,Chuquisaca,10929,2,27
2021-11-20,10602,Yamparaez,Chuquisaca,10929,1,32
2021-11-13,10602,Yamparaez,Chuquisaca,10929,2,26
2021-11-13,10602,Yamparaez,Chuquisaca,10929,1,31
2021-10-30,10602,Yamparaez,Chuquisaca,10929,2,18
2021-10-30,10602,Yamparaez,Chuquisaca,10929,1,26
2021-11-27,10602,Yamparaez,Chuquisaca,10929,1,32
