fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-11-13,20501,Chuma,La Paz,11256,2,27
2021-10-23,20501,Chuma,La Paz,11256,1,28
2021-12-04,20501,Chuma,La Paz,11256,2,28
2021-12-04,20501,Chuma,La Paz,11256,1,33
2021-11-27,20501,Chuma,La Paz,11256,2,27
2021-11-20,20501,Chuma,La Paz,11256,2,27
2021-11-27,20501,Chuma,La Paz,11256,1,31
2021-10-23,20501,Chuma,La Paz,11256,2,24
2021-10-30,20501,Chuma,La Paz,11256,1,28
2021-10-30,20501,Chuma,La Paz,11256,2,25
2021-11-13,20501,Chuma,La Paz,11256,1,30
2021-11-20,20501,Chuma,La Paz,11256,1,31
