fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,20103,Mecapaca,La Paz,19014,1,23
2021-11-27,20103,Mecapaca,La Paz,19014,1,25
2021-12-04,20103,Mecapaca,La Paz,19014,2,25
2021-10-23,20103,Mecapaca,La Paz,19014,2,22
2021-11-27,20103,Mecapaca,La Paz,19014,2,24
2021-10-30,20103,Mecapaca,La Paz,19014,1,23
2021-12-04,20103,Mecapaca,La Paz,19014,1,26
2021-11-20,20103,Mecapaca,La Paz,19014,2,24
2021-11-20,20103,Mecapaca,La Paz,19014,1,25
2021-11-13,20103,Mecapaca,La Paz,19014,2,24
2021-11-13,20103,Mecapaca,La Paz,19014,1,25
2021-10-30,20103,Mecapaca,La Paz,19014,2,22
