fecha,cod_ine,municipio,departamento,poblacion2020,dosis,porcentaje
2021-10-23,51002,Mojinete,Potosí,1660,2,22
2021-10-23,51002,Mojinete,Potosí,1660,1,24
2021-11-13,51002,Mojinete,Potosí,1660,1,24
2021-10-30,51002,Mojinete,Potosí,1660,1,24
2021-10-30,51002,Mojinete,Potosí,1660,2,22
2021-11-13,51002,Mojinete,Potosí,1660,2,24
2021-11-20,51002,Mojinete,Potosí,1660,1,24
2021-11-20,51002,Mojinete,Potosí,1660,2,24
2021-11-27,51002,Mojinete,Potosí,1660,1,24
2021-11-27,51002,Mojinete,Potosí,1660,2,24
2021-12-04,51002,Mojinete,Potosí,1660,1,25
2021-12-04,51002,Mojinete,Potosí,1660,2,24
